Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership
KTCC 343F,Tractor,"WINCH (VALTRA, SAME)",Battery,Electrical,AutoGen_10,10721.28,27-07-24,Won't start,Preventive,75.39,1064.38,10363.19,31746.03
KTCB 450B,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_2,12773.23,30-05-25,Hydraulic issue,Emergency,38.61,1214.94,8620.63,27016.71
KTCB 762C,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_7,7601.42,12-12-24,Overheating,Emergency,33.79,686.91,20316.46,47632.15
KTCC 796G,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_4,11632.27,16-01-25,Fluid leakage,Emergency,14.96,627.68,16061.45,33337.17
KTCC 430C,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_3,6422.63,16-01-25,Reduced air intake,Corrective,63.34,750.43,12767.99,28248.04
KTCB 370F,Tractor,TS 6000,Tyre,Wheels,JKT,13086.7,25-02-25,New tyre,Breakdown,63.25,692.46,24570.68,53498.42
KTCC 662G,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_10,12136.22,27-12-24,Overheating,Preventive,119.55,1486.25,25890.84,47156.27
KTCC 409D,Tractor,TS 6000,Spark Plug,Ignition,JKT,7946.7,26-04-25,Hydraulic issue,Emergency,71.05,1570.13,10988.76,26055.88
KTCA 535C,Tractor,TS 6110,Alternator,Electrical,AutoGen_7,9634.82,18-05-25,No power output,Preventive,26.11,1194,29704.9,55684.98
KTCC 792G,Tractor,TS 6000,Spark Plug,Ignition,JKT,10379.12,04-11-24,Engine noise,Breakdown,120.6,1497.65,5029.97,28259.05
KTCB 114E,Tractor,TT 490,Alternator,Electrical,AutoGen_1,2716.04,11-09-24,Overcharging,Emergency,167.41,702.65,27884.91,40908.29
KTCB 312C,Tractor,TS 6110,Tyre,Wheels,JKT,4206.01,16-10-24,Puncture,Breakdown,113.33,519.58,13073.89,23670.24
KTCC 653A,Tractor,TT 490,Battery,Electrical,AutoGen_10,7597.51,04-09-24,Battery issue,Corrective,23.28,221.96,12717.75,39895.63
KTCA 991F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_9,7293.45,13-07-24,Reduced air intake,Emergency,149.87,1449.88,27688.03,44949.81
KTCB 221H,Tractor,TS 6110,Radiator,Cooling System,AutoGen_9,12117.98,17-01-25,Coolant leakage,Preventive,198.02,1053.31,24422.91,50876.07
KTCB 498A,Tractor,TT 490,Battery,Electrical,AutoGen_9,8600.46,06-08-24,Low voltage,Breakdown,63.62,1099.23,12483.41,32144.64
KTCB 818C,Tractor,TT 490,Battery,Electrical,AutoGen_9,5750.01,27-08-24,Low voltage,Preventive,96.54,1171.08,15915.48,41180.29
KTCA 972C,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,5846.84,04-08-24,Fluid leakage,Emergency,194.49,262.6,19698.93,34937.78
KTCC 897D,Tractor,TT 490,Oil Filter,Engine,AutoGen_1,13057.84,03-06-25,Reduced engine performance,Preventive,134.86,517.37,26265.85,56000.38
KTCB 384B,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_10,5058.57,08-10-24,Electrical failure,Corrective,14.2,602.96,26820.33,38389.3
KTCA 841B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_10,12003.84,16-02-25,Coolant leakage,Corrective,153.73,162.01,27308.18,59310.1
KTCA 714F,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_1,1668.05,22-08-24,Engine noise,Emergency,91.63,186.97,19929.31,41035.16
KTCC 285C,Tractor,"WINCH (VALTRA, SAME)",Battery,Electrical,AutoGen_4,3493.12,11-06-25,Battery issue,Preventive,165.08,167.57,11850.26,23175.29
KTCC 324C,Tractor,"WINCH (VALTRA, SAME)",Oil Filter,Engine,AutoGen_7,10192.08,11-06-25,Oil leakage,Breakdown,102.82,611.64,25820.34,44526.15
KTCB 108A,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,8181.73,05-12-24,Puncture,Preventive,121.67,1689.43,6606.77,26216.09
KTCB 235B,Tractor,TT 490,Brake Pads,Braking System,AutoGen_1,9077.74,24-02-25,Hydraulic issue,Breakdown,191.78,1857.76,21606.55,47524.26
KTCB 619H,Tractor,TS 6110,Radiator,Cooling System,JKT,4043.18,14-03-25,Overheating,Corrective,178.25,1550.05,23941.2,46819.37
KTCB 614A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_6,11326.08,13-08-24,Reduced engine performance,Corrective,158.32,474.07,27716.87,51521.29
KTCC 953H,Tractor,TS 6110,Radiator,Cooling System,AutoGen_4,6712.76,21-01-25,Coolant leakage,Breakdown,82.49,1304.19,7327.46,20132.89
KTCA 944D,Tractor,TT 490,Radiator,Cooling System,AutoGen_1,6350.48,13-06-25,Coolant leakage,Preventive,172.79,423.41,24965.37,47086.09
KTCA 975C,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_3,5004.35,27-05-25,Overheating,Breakdown,134.45,844.06,23814.26,47874.43
KTCB 199F,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_10,13653.52,30-08-24,Fluid leakage,Emergency,81.38,1622.9,25124.25,48892.99
KTCC 255D,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_2,14647.76,04-04-25,Overheating,Emergency,52.82,377.11,25459.89,45273.69
KTCA 649F,Tractor,TS 6000,Radiator,Cooling System,AutoGen_7,8809.24,01-02-25,Coolant leakage,Emergency,37.65,750.27,27931.85,45475.32
KTCC 800B,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_2,8037.03,09-09-24,Overheating,Corrective,193.02,864.55,25745.23,47290.73
KTCC 885F,Tractor,TS 6000,Alternator,Electrical,AutoGen_8,4305.54,07-12-24,Electrical failure,Emergency,31.25,348.54,24652.41,36187.15
KTCA 743G,Tractor,TS 6110,Tyre,Wheels,JKT,2835.07,29-04-25,Puncture,Emergency,179.64,220.44,15053.63,27243.95
KTCA 984D,Tractor,TS 6000,Radiator,Cooling System,AutoGen_1,2990.7,11-12-24,Overheating,Corrective,38.69,1896.15,22680,37152.67
KTCA 604F,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,3104.96,12-07-24,Tyre burst,Corrective,50.31,1338.06,24864.72,36538.8
KTCB 646G,Tractor,TT 490,Tyre,Wheels,JKT,12510.5,19-07-24,New tyre,Breakdown,12.28,538.01,23681.58,49033.76
KTCB 858A,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_2,8609.21,25-06-24,Low power,Corrective,146.31,447.89,15052.17,36765.72
KTCC 740C,Tractor,TS 6000,Battery,Electrical,AutoGen_3,11966.8,25-01-25,Battery issue,Breakdown,138.9,1371.47,6964.18,29822.05
KTCB 947A,Tractor,TT 490,Oil Filter,Engine,AutoGen_6,8759.93,01-01-25,Reduced engine performance,Preventive,82.59,1044.93,26909.48,43751.41
KTCB 106D,Tractor,TS 6110,Tyre,Wheels,JKT,11752.72,11-04-25,Tyre burst,Breakdown,65.54,822.2,11703.94,38890.85
KTCB 711B,Tractor,TS 6000,Radiator,Cooling System,AutoGen_6,8892.93,07-07-24,Coolant leakage,Corrective,182.87,413.84,13946.12,29387.26
KTCB 226F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_3,11596,20-03-25,Engine noise,Breakdown,108.68,387.89,11997.78,38866.7
KTCA 588G,Tractor,TS 6110,Oil Filter,Engine,AutoGen_8,5860.8,10-10-24,Reduced engine performance,Emergency,102.2,1027.91,26224.33,50216.54
KTCA 408F,Tractor,TT 490,Alternator,Electrical,AutoGen_9,7132.13,10-07-24,Electrical failure,Emergency,181.4,1637.69,18635.05,37835.56
KTCC 670D,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_3,7296.12,05-10-24,Hydraulic issue,Breakdown,38.93,1832.48,11737.01,35000.85
KTCB 914G,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_8,3031.95,16-01-25,Overheating,Emergency,28.66,356.89,29210.65,50829.09
KTCB 111B,Tractor,TS 6000,Oil Filter,Engine,AutoGen_2,5293.37,23-03-25,Reduced engine performance,Corrective,43.79,1007.5,5729.73,16315.16
KTCB 119A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_4,9028.45,17-11-24,Reduced engine performance,Preventive,67.81,203.84,11333.49,29964.14
KTCA 574G,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_4,8212.97,31-12-24,Overheating,Corrective,26.94,1809.37,17159.72,32308.98
KTCB 961F,Tractor,TS 6110,Tyre,Wheels,JKT,1945.56,01-09-24,New tyre,Breakdown,169.46,820.64,12570.72,27527.64
KTCC 783B,Tractor,TS 6110,Oil Filter,Engine,JKT,7431.83,27-11-24,Reduced engine performance,Emergency,42.73,797.03,16453.69,35584.15
KTCC 144F,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_4,8624.39,01-07-24,Reduced air intake,Breakdown,123.45,1301.86,16589.73,43500.7
KTCA 503C,Tractor,"WINCH (VALTRA, SAME)",Battery,Electrical,JKT,10399.8,18-10-24,Battery issue,Preventive,121.42,839,25626.07,41666.2
KTCB 492F,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,AutoGen_5,6689.44,02-04-25,Reduced air intake,Preventive,116.13,712.43,11279.81,32766.46
KTCA 517A,Tractor,TS 6110,Battery,Electrical,AutoGen_5,7186.63,18-05-25,Won't start,Corrective,181.75,1898.45,7606.59,27694.88
KTCB 500H,Tractor,TT 490,Oil Filter,Engine,AutoGen_6,13877.89,13-04-25,Reduced engine performance,Breakdown,103.64,131.45,13539.1,41324.93
KTCB 415G,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_1,10728.2,16-11-24,Reduced air intake,Breakdown,160.7,1502.3,6344.99,34449.46
KTCB 653F,Tractor,TS 6000,Battery,Electrical,AutoGen_1,10992.72,23-04-25,Won't start,Preventive,123.79,1043.52,19825.44,46850.26
KTCA 285A,Tractor,TT 490,Tyre,Wheels,JKT,10079,04-07-24,Puncture,Emergency,188.79,1802.74,25645.26,51099.42
KTCB 587G,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_7,4876.67,24-06-24,Coolant leakage,Corrective,182.19,500.74,27882.44,44128.13
KTCB 107A,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,6753.15,07-06-25,New tyre,Preventive,102.87,1532.37,24199.33,38140.9
KTCB 876D,Tractor,TS 6000,Battery,Electrical,AutoGen_9,5640.95,12-09-24,Battery issue,Corrective,44.17,1928.14,8107.51,25292.96
KTCA 946H,Tractor,TS 6110,Alternator,Electrical,AutoGen_1,1741.54,13-06-25,No power output,Emergency,29.62,636.66,5156.33,14579.21
KTCB 406F,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,JKT,14721.83,10-12-24,Hydraulic issue,Breakdown,15.67,1955.28,6636.79,27872.41
KTCC 251E,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_5,6482.98,28-05-25,Low power,Preventive,10.29,107.6,21686.01,42828.27
KTCA 900F,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_3,3693.29,29-10-24,Low power,Breakdown,80.24,168.01,10710.75,32813.08
KTCA 580D,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_2,3220.52,03-10-24,Overheating,Emergency,68.41,879.18,9964.64,26845.09
KTCC 691B,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_3,6930.24,04-07-24,Engine noise,Emergency,105.94,1544.18,19511.78,42889.26
KTCB 760E,Tractor,TS 6110,Radiator,Cooling System,AutoGen_10,11822.7,17-07-24,Coolant leakage,Preventive,151.81,1258.78,24322.4,55423.44
KTCC 675H,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_4,11139.07,28-07-24,Low power,Corrective,149.7,133.54,18992.96,40070.46
KTCB 393B,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_5,4421.07,22-11-24,Reduced air intake,Emergency,86.55,874.35,15216.69,34744.64
KTCA 999C,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_3,4623.2,01-12-24,Low power,Breakdown,97.63,954.35,22907.87,38363.65
KTCA 660D,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,2390.62,29-10-24,Overheating,Emergency,31.29,1054.07,27451.14,41218.82
KTCB 832E,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_10,6124.9,08-11-24,Hydraulic issue,Emergency,134.76,960.98,28423.28,42185.18
KTCB 409H,Tractor,TS 6110,Radiator,Cooling System,JKT,12119.18,31-10-24,Overheating,Breakdown,97.41,1283.3,12158.42,35375.68
KTCC 132E,Tractor,TS 6110,Battery,Electrical,AutoGen_10,6915.24,28-05-25,Won't start,Emergency,87.81,257.22,15779.02,33700.63
KTCA 139C,Tractor,TS 6000,Alternator,Electrical,AutoGen_3,10023.73,20-11-24,No power output,Corrective,164.19,275.9,28067.17,53726.46
KTCC 839D,Tractor,TS 6000,Oil Filter,Engine,AutoGen_2,8001.02,15-10-24,Reduced engine performance,Preventive,135.12,840.21,21261.07,35690.52
KTCA 680D,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_4,12465.61,01-09-24,Low pressure,Corrective,131.61,272.02,16705.8,35395.5
KTCB 613F,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_6,9046.39,10-12-24,Hydraulic issue,Emergency,185.5,951.59,27700.52,44971.18
KTCA 564G,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_6,6889.5,16-11-24,Overheating,Emergency,181.46,707.1,29052.72,54236.86
KTCB 446G,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,6441.8,13-11-24,Hydraulic issue,Corrective,49.5,1511.66,17148.21,41968.37
KTCA 495B,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,12792.93,03-11-24,Overheating,Breakdown,152.97,1210.91,29115.56,60105.05
KTCA 718E,Tractor,TS 6110,Tyre,Wheels,JKT,13334.25,20-04-25,Puncture,Preventive,140.81,469.86,9444.93,30863.59
KTCA 442C,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_6,14889.23,15-07-24,Clogged filter,Emergency,17.23,337.36,6251,36695.98
KTCA 658C,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_1,4043.45,10-04-25,No power output,Breakdown,130.55,1875.88,20518.31,40537.38
KTCB 159A,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_2,10538.48,13-02-25,Low pressure,Preventive,141.4,1440.24,5596.76,30140.66
KTCA 296B,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_2,7111.78,16-04-25,Fluid leakage,Preventive,78.81,562.29,26124.84,41148.69
KTCA 429A,Tractor,TS 6000,Oil Filter,Engine,AutoGen_2,5499.79,29-07-24,Oil leakage,Preventive,155.01,1305.61,27151.36,41206.59
KTCA 308F,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_3,1654.05,13-03-25,Overheating,Breakdown,157.4,632.42,28721.14,43380.23
KTCC 760H,Tractor,TS 6110,Battery,Electrical,AutoGen_2,6165.85,30-06-24,Battery issue,Preventive,44.3,845.02,5334.81,19889.83
KTCC 550B,Tractor,TT 490,Air Filter,Air Intake,AutoGen_7,5182.12,01-05-25,Clogged filter,Emergency,143.26,1568.44,6916.31,20202.29
KTCB 824B,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_10,8233.04,14-10-24,Hydraulic issue,Corrective,174.2,441.74,16066,32195.57
KTCB 870C,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,11059.54,17-07-24,Hydraulic issue,Emergency,186.01,1453.75,18501.5,44814.25
KTCC 927F,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_7,10366.93,29-04-25,Hydraulic issue,Emergency,73.73,1019.52,9364.82,27772.3
KTCC 479F,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,12195.15,23-11-24,Fluid leakage,Emergency,67.77,337.23,26101.09,50460.2
KTCB 501B,Tractor,TT 490,Battery,Electrical,AutoGen_9,4195.09,26-05-25,Battery issue,Breakdown,82.11,501.23,15760.33,34909.31
KTCC 861D,Tractor,TS 6110,Tyre,Wheels,JKT,12858.88,06-11-24,Puncture,Emergency,97.94,1369.82,27905.69,50157.45
KTCB 513E,Tractor,TS 6110,Radiator,Cooling System,AutoGen_1,6816.66,25-08-24,Coolant leakage,Corrective,97.83,494.26,5533.63,30454.95
KTCC 775G,Tractor,TT 490,Battery,Electrical,AutoGen_1,12739.46,16-02-25,Won't start,Corrective,176.38,1743.1,23254.06,55899.64
KTCC 149C,Tractor,TS 6110,Radiator,Cooling System,AutoGen_1,4158.14,21-03-25,Coolant leakage,Corrective,68.98,1646.01,18945.45,28926.25
KTCA 682A,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_2,13376.03,26-10-24,Hydraulic issue,Corrective,54.13,796.1,29127.23,51215.55
KTCA 726G,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_6,3141.71,16-02-25,Hydraulic issue,Emergency,41.11,1524.66,13128.16,34748.42
KTCB 782G,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_9,12945.67,11-08-24,Hydraulic issue,Breakdown,103.32,929.99,18167.78,37490.67
KTCB 635H,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_8,11837.79,11-02-25,Hydraulic issue,Preventive,15.43,1007.99,10118.52,29334.49
KTCB 132G,Tractor,TS 6000,Radiator,Cooling System,AutoGen_10,10679.99,29-05-25,Coolant leakage,Corrective,54.56,402.69,5516.9,28181.1
KTCB 252D,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_1,9843.86,13-06-25,Engine noise,Preventive,133.24,1274.12,28905.53,44754.76
KTCA 309E,Tractor,"WINCH (VALTRA, SAME)",Oil Filter,Engine,AutoGen_7,3515.55,13-11-24,Reduced engine performance,Emergency,129.17,129.12,29657.68,42608.22
KTCB 538A,Tractor,TT 490,Spark Plug,Ignition,AutoGen_7,14027.35,05-01-25,Low power,Corrective,171.89,1307.17,25070.82,56847.48
KTCA 258G,Tractor,TS 6110,Tyre,Wheels,JKT,4950.05,23-10-24,New tyre,Preventive,31.53,1840.54,19078.32,31634.41
KTCC 634H,Tractor,TS 6110,Tyre,Wheels,JKT,12563.03,28-12-24,New tyre,Emergency,25.54,1023.94,12549.51,31933.11
KTCC 122B,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_7,12609.95,12-07-24,No power output,Preventive,188.51,1414.43,29605.8,53782.13
KTCA 202A,Tractor,TS 6000,Radiator,Cooling System,AutoGen_9,12641.21,08-02-25,Overheating,Preventive,33.65,830.53,10195.08,31379.19
KTCB 320G,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_2,14445.98,02-06-25,Hydraulic issue,Preventive,121.58,852.31,8470.46,32734.94
KTCB 388C,Tractor,TT 490,Brake Pads,Braking System,AutoGen_6,12146.61,23-07-24,Engine noise,Corrective,19.99,1622.17,26463.13,48071.7
KTCB 234H,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_8,12663.73,22-05-25,Clogged filter,Emergency,128.3,1431.78,20179.59,52358.3
KTCA 200E,Tractor,"WINCH (VALTRA, SAME)",Hydraulic Pump,Hydraulics,AutoGen_10,9378.69,17-04-25,Low pressure,Breakdown,167.78,866.11,5898.74,30429.53
KTCB 139G,Tractor,TS 6000,Tyre,Wheels,JKT,4091.58,29-10-24,New tyre,Emergency,123.24,1387.06,24020.49,41774.55
KTCA 947A,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_10,14972.99,09-08-24,Fluid leakage,Breakdown,90.11,741.94,26939.64,54621.16
KTCB 125B,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_5,11242.69,27-11-24,Low power,Corrective,175.7,445.04,23143.48,43509.86
KTCB 907F,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_5,11821.61,20-08-24,Low pressure,Breakdown,120.17,596.9,9775.08,29679.68
KTCA 786G,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_4,11519.31,28-01-25,Engine noise,Emergency,19.46,209.57,29472.27,59106.75
KTCC 738B,Tractor,TT 490,Air Filter,Air Intake,AutoGen_10,10352.02,29-05-25,Clogged filter,Breakdown,105.54,1970.44,11675.93,39018.06
KTCB 518B,Tractor,TS 6110,Battery,Electrical,AutoGen_1,10543.99,09-12-24,Won't start,Preventive,101.16,1731.33,22436.96,52287.95
KTCC 689E,Tractor,TS 6110,Alternator,Electrical,AutoGen_2,7345.2,26-11-24,Electrical failure,Corrective,98.49,659.61,11299.27,30328.62
KTCB 487E,Tractor,TS 6000,Tyre,Wheels,JKT,14605.55,29-04-25,Tyre burst,Breakdown,63.38,869.53,7913.12,38095.79
KTCB 448A,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_6,7841.32,29-03-25,Low power,Corrective,39.17,1572.39,24236.45,40231.37
KTCC 258G,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_2,14413.79,25-02-25,Overheating,Emergency,146.37,1528.74,21948.51,47237.27
KTCC 621H,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_6,12585.34,25-10-24,Overheating,Emergency,87.41,175.03,26671.22,57209.27
KTCC 561C,Tractor,"WINCH (VALTRA, SAME)",Oil Filter,Engine,AutoGen_1,2929.14,21-08-24,Reduced engine performance,Corrective,147.98,1376.09,29978.56,51400.51
KTCA 766D,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_2,3984.87,28-04-25,Overheating,Breakdown,93.01,940.72,15284.69,28238.62
KTCC 131G,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_4,4841.66,18-10-24,Reduced air intake,Emergency,11.82,1947.22,6547.85,28347.7
KTCC 665C,Tractor,TS 6110,Tyre,Wheels,JKT,2233.24,20-05-25,Puncture,Breakdown,106.15,1443.44,23913.89,39814.01
KTCC 236B,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_2,7861.57,06-12-24,Reduced air intake,Corrective,75.69,812.19,12096.35,32862.07
KTCA 894A,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_5,4530.83,27-05-25,Hydraulic issue,Corrective,35.1,1947.56,17390.03,28510.08
KTCA 696G,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_1,3506.5,09-02-25,Engine noise,Corrective,113.23,1552.27,23608.85,39481.98
KTCC 169B,Tractor,TS 6110,Brake Pads,Braking System,JKT,1738.17,02-12-24,Engine noise,Breakdown,111.78,1740.77,9814.69,23994.86
KTCA 745D,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_1,2710.71,20-08-24,Low power,Breakdown,42.04,1238.46,21134.21,33458.18
KTCA 539E,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_2,5655.58,17-12-24,No power output,Corrective,14.94,1142.25,28284.15,44127.48
KTCB 785B,Tractor,TS 6000,Oil Filter,Engine,AutoGen_2,5812.82,06-02-25,Reduced engine performance,Emergency,73.01,178.03,25924.13,46458.72
KTCA 587G,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,8544.3,15-11-24,Engine noise,Breakdown,40.48,208.93,22111.13,49865.91
KTCB 148H,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_10,9613.39,09-10-24,Hydraulic issue,Breakdown,120.7,1509.88,29684.6,45083.83
KTCC 478G,Tractor,TT 490,Air Filter,Air Intake,AutoGen_9,10381.37,11-02-25,Reduced air intake,Breakdown,169.37,1167.63,28895.22,59142.4
KTCA 345D,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,13411,01-07-24,Fluid leakage,Preventive,77.03,1942.23,25127.98,46604.52
KTCA 917E,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,AutoGen_5,3785.02,05-02-25,Reduced air intake,Emergency,117.62,1340.68,15312.06,24097.84
KTCC 513H,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_2,13485.55,07-08-24,Engine noise,Corrective,174.69,1297.58,8156.18,39325.83
KTCC 480D,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_8,14760.24,25-11-24,Low power,Breakdown,169.33,1452.21,21709.98,49527.96
KTCB 173A,Tractor,TS 6110,Tyre,Wheels,JKT,13254.25,18-09-24,New tyre,Emergency,118.32,367.68,27753.37,58577.01
KTCB 228F,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_7,14433.45,14-08-24,Engine noise,Breakdown,71.13,1663.76,27078.2,53598.58
KTCB 258B,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,7267.64,22-09-24,Tyre burst,Emergency,20.09,1738.66,13052.73,34683.91
KTCA 296A,Tractor,TS 6000,Radiator,Cooling System,AutoGen_10,11593.32,12-11-24,Coolant leakage,Corrective,67.55,715.82,10790.19,27513.33
KTCB 171C,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_2,5019.41,10-12-24,Overheating,Preventive,86.3,983.43,19425.35,38603.88
KTCB 743E,Tractor,TT 490,Air Filter,Air Intake,AutoGen_10,7601.18,10-09-24,Reduced air intake,Breakdown,154.08,1325.17,20374.35,41352.18
KTCA 830B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_2,7203.67,24-09-24,Overheating,Preventive,126.75,184.43,17407.34,35898.57
KTCA 111B,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,1660.62,23-05-25,Low pressure,Corrective,68.34,802.39,9975.32,26108.89
KTCB 203B,Tractor,TS 6000,Radiator,Cooling System,AutoGen_10,10613.54,14-07-24,Overheating,Emergency,46.43,209.97,9186.33,35119.73
KTCA 471B,Tractor,TT 490,Radiator,Cooling System,AutoGen_8,12366.02,18-12-24,Overheating,Preventive,41.84,596.31,21553.27,47938.96
KTCB 214B,Tractor,TS 6110,Battery,Electrical,AutoGen_5,2249.94,15-04-25,Low voltage,Corrective,58.56,1829.8,25409.4,37175.74
KTCC 373G,Tractor,TS 6000,Oil Filter,Engine,AutoGen_4,4004.34,12-11-24,Reduced engine performance,Corrective,73.67,178.75,15654.65,37999.47
KTCC 307B,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_6,4274.78,24-06-24,Low pressure,Emergency,11.7,1351.12,28908.19,38721.21
KTCA 552A,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_9,8694.39,26-11-24,Hydraulic issue,Preventive,188.05,627.95,26405.47,53024.34
KTCB 848F,Tractor,TT 490,Spark Plug,Ignition,JKT,10984.9,17-04-25,Hydraulic issue,Corrective,60.21,370.51,29629.12,50503.07
