Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KTCC 707B,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_2,13101.27,06/16/2025,Low pressure,Breakdown,208.97,682.55,12157.6,43694.41,,Minor Service
KTCC 666H,Tractor,TT 490,Spark Plug,Ignition,AutoGen_6,4810.51,10/01/2025,Hydraulic issue,Corrective,107.18,502.01,11035.98,34580.52,,Minor Service
KTCB 537B,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_1,6833.96,07/12/2024,Overheating,Breakdown,490.22,1796.83,19800.96,42446.99,,Minor Service
KTCC 474E,Tractor,TS 6000,Oil Filter,Engine,AutoGen_8,11225.21,09/10/2024,Reduced engine performance,Breakdown,310.27,1325.36,10783.37,38820.5,,Major Service
KTCA 979B,Tractor,TS 6000,Fuel Pump,Fuel System,JKT,13581.22,08/04/2025,Overheating,Breakdown,363.44,1732.45,6223.26,26288.47,,Minor Service
KTCC 106A,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_2,3948.26,04/21/2025,Low pressure,Preventive,522.46,1778.46,10747.07,20713.63,,Minor Service
KTCC 514E,Tractor,TT 490,Tyre,Wheels,JKT,13780.54,07/12/2024,New tyre,Emergency,369.72,1278.71,13120.18,36861.56,,Minor Service
KTCC 131E,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_2,11546.98,04/24/2025,Hydraulic issue,Breakdown,73.01,290.03,24134.18,52320.56,,Minor Service
KTCC 615G,Tractor,TS 6110,Brake Pads,Braking System,JKT,10791.81,10/04/2025,Overheating,Preventive,141.8,660.93,6107.18,24543.6,,Minor Service
KTCC 447E,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_7,14839.42,07/27/2024,Fluid leakage,Breakdown,195.69,937.69,25710.03,58527.73,,Minor Service
KTCB 720H,Tractor,TS 6110,Battery,Electrical,AutoGen_10,12017.22,08/22/2024,Low voltage,Corrective,185.11,901.53,26531.65,44940.11,,Minor Service
KTCC 162B,Tractor,TT 490,Oil Filter,Engine,AutoGen_2,6517.77,06/04/2025,Reduced engine performance,Emergency,234.79,926.24,13929.64,30202.51,,Major Service
KTCA 973H,Tractor,TS 6000,Oil Filter,Engine,AutoGen_5,10012.39,06/30/2024,Reduced engine performance,Preventive,39.65,194.31,12187.28,28042.99,,Major Service
KTCC 144D,Tractor,TS 6000,Oil Filter,Engine,AutoGen_8,5909.21,12/03/2025,Oil leakage,Preventive,193.43,950.13,21325.19,39642.98,,Minor Service
KTCC 518F,Tractor,TT 490,Brake Pads,Braking System,JKT,5647.87,09/09/2024,Overheating,Corrective,485.07,1553.46,17613.5,38488.72,,Minor Service
KTCC 922H,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_8,5173.95,03/17/2025,Clogged filter,Emergency,340.11,1386.01,20601.85,35301.55,,Minor Service
KTCC 501F,Tractor,TT 490,Brake Pads,Braking System,AutoGen_4,2609.02,07/04/2025,Overheating,Emergency,179.47,875.16,29609.23,39351.38,,Minor Service
KTCC 134A,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_4,13887.59,11/30/2024,Low power,Breakdown,178.32,728.33,27307.7,59907.39,,Minor Service
KTCC 650D,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_7,13792.58,03/04/2025,Hydraulic issue,Emergency,434.65,1417.15,6497.84,37281.55,,Minor Service
KTCB 414H,Tractor,TS 6000,Tyre,Wheels,JKT,7097.64,09/02/2025,Puncture,Preventive,273.1,1116.64,28254.41,44489.36,,Minor Service
KTCA 238H,Tractor,TS 6110,Air Filter,Air Intake,JKT,13278.06,01/25/2025,Clogged filter,Preventive,406.13,1273.4,10929.3,41589.17,,Minor Service
KTCA 184B,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,3061.22,12/28/2024,Overheating,Corrective,251.13,1214.13,16743.89,32391.01,,Minor Service
KTCA 868D,Tractor,TT 490,Radiator,Cooling System,AutoGen_2,6330.32,05/14/2025,Overheating,Breakdown,358.48,1647.34,26205.79,47953.83,,Minor Service
KTCC 187F,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,4126.53,10/15/2024,Low power,Corrective,35.64,113.07,19620.17,38996.68,,Minor Service
KTCB 769F,Tractor,TT 490,Brake Pads,Braking System,AutoGen_3,8761.33,12/22/2024,Overheating,Breakdown,257.02,806.16,10212.45,32202.07,,Minor Service
KTCA 682G,Tractor,TS 6000,Oil Filter,Engine,AutoGen_5,1993.04,11/15/2024,Oil leakage,Corrective,471.57,1760.98,18507.97,28176.6,,Minor Service
KTCC 787H,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_8,5082.75,06/17/2025,Overheating,Emergency,28.72,126.05,28642.45,45713.21,,Minor Service
KTCC 236C,Tractor,TT 490,Spark Plug,Ignition,AutoGen_8,7076.2,05/14/2025,Low power,Breakdown,363.46,1782.55,19315.94,34526.7,,Minor Service
KTCA 822F,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_4,11286.36,02/17/2025,Hydraulic issue,Breakdown,49.26,238.23,9564.51,26682.98,,Minor Service
KTCA 512G,Tractor,TS 6000,Tyre,Wheels,JKT,13369.06,03/05/2025,Tyre burst,Breakdown,307.22,1032.53,5725.71,32276.9,,Minor Service
KTCA 991D,Tractor,TS 6000,Battery,Electrical,AutoGen_3,10608.4,08/15/2024,Won't start,Corrective,309.38,1506.39,22622.29,52177.08,,Minor Service
KTCA 137E,Tractor,TS 6000,Oil Filter,Engine,AutoGen_5,14292.93,05/22/2025,Oil leakage,Corrective,405.1,1984.0,17905.78,44332.86,,Minor Service
KTCC 859B,Tractor,TT 490,Tyre,Wheels,JKT,5232.04,04/17/2025,Tyre burst,Corrective,424.32,1356.36,12722.38,34127.56,,Minor Service
KTCA 855F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_9,12007.64,08/30/2024,Reduced air intake,Emergency,189.83,917.11,6738.36,37160.46,,Minor Service
KTCC 887B,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_8,11835.9,12/25/2024,Engine noise,Breakdown,201.5,878.5,10777.47,39461.73,,Major Service
KTCC 493D,Tractor,TS 6110,Battery,Electrical,AutoGen_2,2445.01,01/11/2024,Low voltage,Emergency,384.52,1866.55,28258.29,36095.48,,Minor Service
KTCA 170D,Tractor,TS 6000,Battery,Electrical,AutoGen_3,3803.08,03/27/2025,Low voltage,Emergency,165.32,537.55,7623.62,17255.17,,Minor Service
KTCB 479H,Tractor,TT 490,Air Filter,Air Intake,AutoGen_6,1955.22,12/05/2025,Reduced air intake,Breakdown,120.64,547.25,8747.35,29649.28,,Minor Service
KTCC 241A,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_6,7969.72,08/05/2025,Reduced air intake,Preventive,148.67,584.74,7131.69,33423.68,,Minor Service
KTCA 341F,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_7,3563.35,03/22/2025,Low power,Emergency,470.46,1500.66,17547.82,40755.5,,Minor Service
KTCA 454G,Tractor,TT 490,Brake Pads,Braking System,AutoGen_8,6028.43,02/03/2025,Engine noise,Corrective,256.25,866.13,11606.46,35309.66,,Major Service
KTCC 618C,Tractor,TS 6110,Radiator,Cooling System,AutoGen_8,4453.24,03/25/2025,Coolant leakage,Corrective,301.78,1257.42,10182.37,22443.94,,Minor Service
KTCC 656H,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_8,13332.42,01/02/2025,Engine noise,Preventive,21.52,106.65,28933.87,61456.7,,Major Service
KTCC 565F,Tractor,TT 490,Air Filter,Air Intake,AutoGen_6,12084.35,12/22/2024,Reduced air intake,Breakdown,532.25,1794.87,13927.21,38505.36,,Minor Service
KTCB 988F,Tractor,TT 490,Spark Plug,Ignition,JKT,14208.55,04/24/2025,Hydraulic issue,Preventive,440.51,1660.17,7050.16,35619.14,,Minor Service
KTCA 223F,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_10,7650.84,10/31/2024,Hydraulic issue,Breakdown,537.19,1913.14,15595.89,37401.95,,Minor Service
KTCA 925H,Tractor,TT 490,Radiator,Cooling System,JKT,3195.88,07/10/2024,Coolant leakage,Emergency,301.71,1202.88,28960.33,44033.89,,Minor Service
KTCB 520F,Tractor,TS 6000,Oil Filter,Engine,AutoGen_9,13577.74,03/26/2025,Reduced engine performance,Emergency,415.78,1516.95,17419.28,49083.06,,Major Service
KTCC 302A,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_3,6761.03,04/13/2025,Fluid leakage,Emergency,23.5,115.56,22816.04,44870.65,,Minor Service
KTCC 336H,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_3,10466.37,03/02/2025,Hydraulic issue,Corrective,76.78,275.41,26120.01,43360.61,,Minor Service
KTCA 348B,Tractor,TT 490,Alternator,Electrical,AutoGen_5,5442.75,09/15/2024,No power output,Emergency,577.67,1763.01,19823.45,31132.34,,Minor Service
KTCC 950C,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_2,3659.49,11/28/2024,Low power,Emergency,553.53,1817.97,16374.59,35040.38,,Minor Service
KTCA 555B,Tractor,TS 6110,Oil Filter,Engine,AutoGen_9,14406.11,10/13/2024,Reduced engine performance,Breakdown,300.43,1313.87,13235.52,44652.16,,Major Service
KTCA 657C,Tractor,TS 6000,Fuel Pump,Fuel System,JKT,8013.16,06/16/2025,Hydraulic issue,Emergency,325.25,1598.68,25483.26,48554.65,,Minor Service
KTCA 418C,Tractor,TS 6000,Radiator,Cooling System,JKT,2858.76,04/06/2025,Overheating,Breakdown,99.23,484.21,6765.17,25529.95,,Minor Service
KTCB 570C,Tractor,TT 490,Oil Filter,Engine,AutoGen_1,2750.03,09/12/2024,Reduced engine performance,Breakdown,318.96,1557.5,20750.62,41310.29,,Major Service
KTCA 119E,Tractor,TT 490,Oil Filter,Engine,AutoGen_1,6872.89,12/31/2024,Oil leakage,Emergency,501.93,1790.87,20854.15,40245.54,,Minor Service
KTCA 949F,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_7,8058.39,01/10/2024,Reduced air intake,Corrective,53.28,250.89,16978.83,30282.56,,Minor Service
KTCA 531F,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_6,13183.51,07/03/2025,Overheating,Corrective,87.19,375.82,28494.56,52589.15,,Minor Service
KTCC 868D,Tractor,TT 490,Radiator,Cooling System,AutoGen_5,5614.05,03/22/2025,Coolant leakage,Breakdown,94.28,436.45,13307.82,27349.08,,Minor Service
KTCC 728C,Tractor,TS 6000,Fuel Pump,Fuel System,JKT,2389.33,07/22/2024,Low power,Breakdown,430.27,1891.94,28095.28,40661.23,,Minor Service
KTCC 862D,Tractor,TT 490,Hydraulic Pump,Hydraulics,JKT,5184.54,10/14/2024,Low pressure,Preventive,366.47,1582.41,28053.89,42858.01,,Minor Service
KTCA 217E,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_5,5280.11,04/02/2025,Fluid leakage,Preventive,231.57,1003.23,14253.75,29011.24,,Minor Service
KTCA 201H,Tractor,TS 6110,Oil Filter,Engine,AutoGen_6,2073.32,01/16/2025,Oil leakage,Breakdown,333.38,1430.91,24076.06,33249.38,,Minor Service
KTCB 112G,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_5,10252.13,09/26/2024,Engine noise,Preventive,383.5,1654.58,26746.22,56531.99,,Major Service
KTCA 774H,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_2,5476.58,01/15/2025,Hydraulic issue,Corrective,391.89,1297.48,23133.13,35249.91,,Minor Service
KTCA 672A,Tractor,TT 490,Tyre,Wheels,JKT,7503.03,01/27/2025,Tyre burst,Breakdown,339.14,1444.43,12594.74,30849.74,,Minor Service
KTCB 143B,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_9,5591.55,06/19/2024,Hydraulic issue,Emergency,358.26,1163.67,29630.58,41395.81,,Minor Service
KTCA 908H,Tractor,TS 6000,Oil Filter,Engine,AutoGen_3,2244.17,06/03/2025,Reduced engine performance,Emergency,178.56,696.0,6517.33,15602.27,,Major Service
KTCA 963B,Tractor,TT 490,Spark Plug,Ignition,AutoGen_2,13574.59,06/07/2024,Overheating,Breakdown,424.77,1377.47,21959.97,40998.61,,Minor Service
KTCB 172G,Tractor,TS 6110,Alternator,Electrical,AutoGen_9,4260.83,06/24/2024,Overcharging,Emergency,398.05,1405.36,7472.81,17032.48,,Minor Service
KTCC 161E,Tractor,TS 6110,Alternator,Electrical,AutoGen_9,5099.17,12/07/2024,Overcharging,Emergency,507.05,1557.99,6029.53,21810.32,,Minor Service
KTCA 887B,Tractor,TT 490,Air Filter,Air Intake,AutoGen_4,11999.4,10/29/2024,Reduced air intake,Emergency,38.58,149.15,15842.15,42264.16,,Minor Service
KTCA 227C,Tractor,TS 6000,Oil Filter,Engine,AutoGen_1,12737.57,06/12/2024,Reduced engine performance,Emergency,291.06,1050.48,19895.16,40606.69,,Major Service
KTCC 932G,Tractor,TS 6000,Battery,Electrical,AutoGen_3,7065.28,03/14/2025,Low voltage,Corrective,60.56,227.45,5664.19,22704.77,,Minor Service
KTCC 372A,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_4,3670.59,12/26/2024,Engine noise,Preventive,221.54,1023.61,7479.08,30136.7,,Major Service
KTCB 256H,Tractor,TT 490,Alternator,Electrical,AutoGen_8,6133.18,03/14/2025,No power output,Corrective,112.56,485.92,26006.55,38262.5,,Minor Service
KTCA 248B,Tractor,TS 6110,Oil Filter,Engine,AutoGen_10,7724.72,01/12/2024,Reduced engine performance,Emergency,62.44,268.86,5069.05,22022.93,,Major Service
KTCC 122G,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_8,8337.78,11/24/2024,Low power,Preventive,367.42,1794.36,17053.09,38545.35,,Minor Service
KTCA 662G,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_5,14320.91,08/10/2024,Overheating,Emergency,52.84,227.65,17317.38,39071.98,,Minor Service
KTCA 594B,Tractor,TT 490,Battery,Electrical,AutoGen_9,4252.95,12/12/2024,Won't start,Preventive,411.8,1751.42,9404.32,23876.31,,Minor Service
KTCB 291B,Tractor,TS 6110,Battery,Electrical,AutoGen_2,4317.04,09/24/2024,Low voltage,Preventive,338.11,1367.44,19057.07,42299.08,,Minor Service
KTCC 265B,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_4,11600.46,05/29/2025,Fluid leakage,Emergency,75.17,300.79,25382.28,56894.91,,Minor Service
KTCB 669H,Tractor,TT 490,Oil Filter,Engine,AutoGen_8,5800.01,04/25/2025,Reduced engine performance,Corrective,393.56,1388.44,13582.7,36494.56,,Major Service
KTCC 181H,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_7,7709.44,04/16/2025,Low power,Breakdown,310.84,1407.19,29930.62,49395.81,,Minor Service
KTCB 560B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_6,10313.47,08/26/2024,Coolant leakage,Emergency,260.38,1006.62,28865.41,55622.44,,Minor Service
KTCA 877C,Tractor,TT 490,Alternator,Electrical,AutoGen_3,4020.47,06/03/2025,Overcharging,Breakdown,226.26,771.15,10338.09,29811.28,,Minor Service
KTCC 884G,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_9,7924.81,02/18/2025,Overheating,Breakdown,375.74,1219.24,27376.59,53308.27,,Minor Service
KTCB 433E,Tractor,TS 6110,Oil Filter,Engine,AutoGen_2,4127.3,06/26/2024,Reduced engine performance,Corrective,400.06,1226.21,23270.87,34177.9,,Major Service
KTCB 478H,Tractor,TS 6000,Tyre,Wheels,JKT,9556.06,07/09/2024,Tyre burst,Preventive,418.79,1411.73,21860.78,42006.95,,Minor Service
KTCC 634B,Tractor,TS 6000,Tyre,Wheels,JKT,7029.39,10/12/2024,Puncture,Breakdown,298.86,1396.05,11972.85,35276.06,,Minor Service
KTCB 704D,Tractor,TS 6110,Battery,Electrical,AutoGen_5,12442.1,07/13/2024,Battery issue,Preventive,523.55,1955.71,5013.51,26125.85,,Minor Service
KTCA 353E,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_4,5150.04,05/23/2025,Reduced air intake,Corrective,254.74,1098.32,22894.57,35727.22,,Minor Service
KTCA 660H,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_6,13807.75,04/23/2025,Low pressure,Corrective,402.1,1465.52,29969.3,55429.08,,Minor Service
KTCC 253D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_1,8658.9,03/14/2025,Low power,Corrective,212.7,877.67,28384.43,50955.92,,Minor Service
KTCA 862E,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,7477.04,04/23/2025,Coolant leakage,Preventive,32.58,149.24,27521.86,51374.17,,Minor Service
KTCC 165B,Tractor,TS 6110,Tyre,Wheels,JKT,12402.59,05/24/2025,Tyre burst,Breakdown,314.73,1169.42,20923.83,39710.08,,Minor Service
KTCC 698A,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_1,14231.58,05/07/2024,Hydraulic issue,Corrective,213.9,1059.54,5704.39,37017.05,,Minor Service
KTCA 650G,Tractor,TS 6110,Alternator,Electrical,AutoGen_4,6135.11,11/30/2024,Electrical failure,Preventive,407.73,1643.47,9350.47,27383.83,,Minor Service
KTCB 512F,Tractor,TS 6110,Battery,Electrical,AutoGen_7,9669.26,08/25/2024,Won't start,Breakdown,310.62,1471.32,8935.71,26129.47,,Minor Service
KTCB 178F,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_10,13337.4,01/15/2025,Hydraulic issue,Preventive,288.82,1052.51,5173.81,28318.14,,Minor Service
KTCC 525F,Tractor,TS 6110,Alternator,Electrical,AutoGen_1,4950.88,11/13/2024,No power output,Corrective,429.13,1419.94,18390.55,34848.12,,Minor Service
KTCC 728A,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_2,12813.58,02/18/2025,Overheating,Corrective,345.03,1705.83,11225.79,37881.44,,Minor Service
KTCC 986H,Tractor,TS 6110,Alternator,Electrical,AutoGen_6,4948.36,04/05/2025,Electrical failure,Emergency,193.02,836.9,27771.12,43795.05,,Minor Service
KTCC 927F,Tractor,TS 6000,Spark Plug,Ignition,JKT,14074.44,09/29/2024,Overheating,Corrective,168.21,651.79,12468.31,33463.23,,Minor Service
KTCC 470F,Tractor,TS 6000,Radiator,Cooling System,AutoGen_9,7904.71,03/06/2025,Coolant leakage,Preventive,43.21,155.65,11249.1,32904.7,,Minor Service
KTCA 492C,Tractor,TS 6110,Tyre,Wheels,JKT,1547.57,06/22/2024,New tyre,Preventive,66.21,265.39,19583.92,26175.99,,Minor Service
KTCA 590D,Tractor,TT 490,Brake Pads,Braking System,JKT,5617.48,09/28/2024,Engine noise,Corrective,269.11,1246.47,24032.94,45875.48,,Major Service
KTCB 918E,Tractor,TT 490,Spark Plug,Ignition,AutoGen_4,12234.06,02/09/2024,Engine noise,Breakdown,104.31,512.94,6337.12,32312.96,,Major Service
KTCC 141C,Tractor,TT 490,Alternator,Electrical,JKT,2751.44,05/23/2025,Overcharging,Emergency,510.03,1536.32,20300.9,36254.48,,Minor Service
KTCA 890F,Tractor,TS 6000,Battery,Electrical,AutoGen_4,3768.25,10/18/2024,Battery issue,Corrective,415.13,1371.9,5134.88,18789.91,,Minor Service
KTCC 216G,Tractor,TS 6110,Oil Filter,Engine,AutoGen_6,2575.86,09/25/2024,Reduced engine performance,Preventive,75.09,294.87,16521.82,31609.84,,Major Service
KTCA 677C,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_10,13150.33,07/29/2024,Reduced air intake,Emergency,153.47,662.66,5566.14,30502.57,,Minor Service
KTCA 681E,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_2,5130.7,10/12/2024,Overheating,Corrective,63.41,280.58,16329.81,34958.37,,Minor Service
KTCC 270B,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_5,2241.52,05/03/2025,Low power,Preventive,244.43,1187.59,22666.74,39865.18,,Minor Service
KTCC 214D,Tractor,TT 490,Brake Pads,Braking System,AutoGen_9,6194.25,08/21/2024,Engine noise,Corrective,491.85,1513.97,5110.35,31302.86,,Major Service
KTCC 625A,Tractor,TS 6110,Alternator,Electrical,AutoGen_2,2395.67,05/27/2025,Overcharging,Preventive,214.08,858.9,22227.57,42610.11,,Minor Service
KTCC 301E,Tractor,TT 490,Tyre,Wheels,JKT,8093.49,01/09/2024,Puncture,Preventive,487.54,1719.56,12120.07,34792.44,,Minor Service
KTCA 340G,Tractor,TS 6000,Oil Filter,Engine,AutoGen_8,13288.26,08/05/2025,Oil leakage,Breakdown,393.73,1836.9,7867.48,31307.61,,Minor Service
KTCB 173E,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_5,8125.92,10/22/2024,Fluid leakage,Breakdown,81.32,389.85,11205.48,31677.97,,Minor Service
KTCA 502D,Tractor,TT 490,Radiator,Cooling System,AutoGen_8,12911.86,01/12/2024,Overheating,Breakdown,21.23,103.82,5531.41,35321.09,,Minor Service
KTCC 999H,Tractor,TT 490,Radiator,Cooling System,AutoGen_10,12441.77,10/02/2025,Overheating,Emergency,260.18,900.73,19208.66,46514.05,,Minor Service
KTCC 819H,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_10,13639.83,07/06/2025,Low pressure,Preventive,224.43,927.77,23281.42,45424.5,,Minor Service
KTCB 316B,Tractor,TT 490,Battery,Electrical,AutoGen_10,6057.62,09/20/2024,Won't start,Breakdown,203.43,718.97,25706.05,38805.45,,Minor Service
KTCB 231B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,8347.21,11/29/2024,Overheating,Emergency,147.0,475.34,12424.57,34837.54,,Minor Service
KTCA 498H,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,1759.9,08/13/2024,Coolant leakage,Corrective,247.44,1132.97,21290.07,33506.84,,Minor Service
KTCA 298D,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_6,12486.67,05/13/2025,Hydraulic issue,Corrective,283.69,1126.87,28665.63,50560.28,,Minor Service
KTCA 757A,Tractor,TS 6000,Alternator,Electrical,AutoGen_6,7606.82,09/05/2025,Electrical failure,Corrective,249.54,1110.78,18064.35,44671.7,,Minor Service
KTCC 947E,Tractor,TS 6000,Alternator,Electrical,AutoGen_7,5393.47,06/02/2025,Overcharging,Emergency,517.56,1937.01,28985.91,51725.79,,Minor Service
KTCB 153F,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_4,10349.03,08/22/2024,Low power,Corrective,300.58,1244.64,11207.52,29276.05,,Minor Service
KTCC 381E,Tractor,TS 6110,Tyre,Wheels,JKT,11094.53,07/23/2024,Puncture,Preventive,283.52,1245.21,14636.25,36240.59,,Minor Service
KTCC 304G,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_9,13114.54,11/19/2024,Engine noise,Preventive,351.67,1664.76,5989.62,32391.34,,Major Service
KTCA 869B,Tractor,TS 6000,Battery,Electrical,AutoGen_5,4051.54,07/17/2024,Low voltage,Preventive,95.24,421.22,19263.12,38098.81,,Minor Service
KTCA 191C,Tractor,TT 490,Alternator,Electrical,AutoGen_8,8401.72,05/11/2024,No power output,Preventive,277.75,1277.9,9455.03,34202.41,,Minor Service
KTCA 984F,Tractor,TT 490,Hydraulic Pump,Hydraulics,JKT,12048.19,11/23/2024,Fluid leakage,Corrective,138.11,554.87,22299.89,44667.44,,Minor Service
KTCA 501G,Tractor,TT 490,Spark Plug,Ignition,AutoGen_10,4017.34,04/27/2025,Hydraulic issue,Corrective,264.51,1187.22,6546.45,18491.72,,Minor Service
KTCC 821G,Tractor,TS 6000,Tyre,Wheels,JKT,12452.54,03/11/2024,New tyre,Breakdown,212.99,959.79,18344.6,42907.04,,Minor Service
KTCC 944E,Tractor,TS 6000,Spark Plug,Ignition,AutoGen_8,10787.74,03/13/2025,Engine noise,Breakdown,639.09,1948.58,28719.9,45996.86,,Major Service
KTCC 717D,Tractor,TS 6000,Tyre,Wheels,JKT,6952.28,10/02/2025,Puncture,Breakdown,328.83,1406.03,10995.27,34198.24,,Minor Service
KTCA 302F,Tractor,TS 6110,Tyre,Wheels,JKT,14587.8,06/30/2024,New tyre,Corrective,570.46,1882.24,22455.39,46957.27,,Minor Service
KTCB 767A,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_7,5751.18,02/06/2025,Low power,Breakdown,312.48,1282.03,11750.69,29889.41,,Minor Service
KTCA 481A,Tractor,TS 6110,Tyre,Wheels,JKT,8115.94,04/03/2025,Tyre burst,Preventive,150.65,501.32,20735.36,36896.63,,Minor Service
KTCA 210G,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_2,8013.06,04/05/2025,Fluid leakage,Corrective,167.37,712.66,12087.89,29750.83,,Minor Service
KTCC 329D,Tractor,TS 6110,Brake Pads,Braking System,AutoGen_8,8868.87,04/12/2024,Low power,Emergency,182.22,890.39,25665.02,50034.43,,Minor Service
KTCC 885B,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_5,8375.85,06/07/2024,Overheating,Corrective,222.44,852.77,6272.05,31184.11,,Minor Service
KTCC 744E,Tractor,TS 6110,Radiator,Cooling System,JKT,14762.42,07/21/2024,Overheating,Emergency,66.58,296.65,13237.48,46770.02,,Minor Service
KTCA 157B,Tractor,TT 490,Spark Plug,Ignition,AutoGen_6,7240.83,11/29/2024,Overheating,Emergency,517.81,1788.18,21932.87,47677.61,,Minor Service
KTCB 513A,Tractor,TS 6110,Radiator,Cooling System,JKT,9035.25,10/14/2024,Overheating,Breakdown,328.59,997.02,24852.69,49766.97,,Minor Service
